Date,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
01/10/16,1204,37,Male,C18,College,40035,13/05/15,,1,1,600750,3
01/11/16,1204,37,Male,C18,College,40035,13/05/15,,1,1,453590,3
01/12/16,1204,37,Male,C18,College,40035,13/05/15,,1,1,0,3
01/01/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,623110,2
01/02/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,699650,2
01/03/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,578580,2
01/04/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,291380,1
01/05/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,0,1
01/06/17,1204,37,Male,C18,College,40035,13/05/15,,1,1,0,1
01/07/17,1204,37,Male,C18,College,40035,13/05/15,14/07/17,1,1,0,1
01/01/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,859400,4
01/02/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,3423120,4
01/03/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,3749930,4
01/04/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,703460,3
01/05/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,200130,3
01/06/16,1205,27,Male,C14,Bachelor,95465,21/07/15,,2,2,402700,3
01/07/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,255200,3
01/08/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,453820,3
01/09/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,1403250,3
01/10/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,400030,3
01/11/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,1155200,3
01/12/16,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,150000,3
01/01/17,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,1120020,3
01/02/17,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,1620420,3
01/03/17,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,1541020,3
01/04/17,1205,28,Male,C14,Bachelor,95465,21/07/15,,2,2,703090,3
01/05/17,1205,28,Male,C14,Bachelor,95465,21/07/15,04/05/17,2,2,200000,3
01/07/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,0,1
01/08/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,200000,1
01/09/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,244230,1
01/10/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,300000,3
01/11/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,1194720,3
01/12/16,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,453850,3
01/01/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,890100,3
01/02/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,1050660,3
01/03/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,3264900,3
01/04/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,350000,3
01/05/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,700000,3
01/06/17,1206,41,Female,C15,Bachelor,65986,28/06/16,,2,2,350000,3
01/07/17,1206,42,Female,C15,Bachelor,65986,28/06/16,,2,2,656150,4
01/08/17,1206,42,Female,C15,Bachelor,65986,28/06/16,,2,2,550860,4
01/09/17,1206,42,Female,C15,Bachelor,65986,28/06/16,,2,2,2939620,4
01/10/17,1206,42,Female,C15,Bachelor,65986,28/06/16,,2,2,1052120,4
01/11/17,1206,42,Female,C15,Bachelor,65986,28/06/16,,2,2,751930,4
01/12/17,1206,42,Female,C15,Bachelor,72584,28/06/16,,2,3,989340,3
01/04/17,1207,28,Male,C24,College,56498,12/04/17,12/04/17,2,2,0,1
01/01/16,1208,30,Male,C10,Master,36558,08/01/16,,1,1,0,1
01/02/16,1208,30,Male,C10,Master,36558,08/01/16,,1,1,0,1
01/03/16,1208,30,Male,C10,Master,36558,08/01/16,09/03/16,1,1,0,1
01/12/17,1209,35,Male,C21,Bachelor,62599,30/11/17,,3,3,0,1
01/12/17,1210,37,Male,C25,College,59653,19/12/17,,2,2,0,1
01/06/17,1211,27,Female,C1,Master,48097,22/06/17,,3,3,0,1
01/07/17,1211,27,Female,C1,Master,48097,22/06/17,17/07/17,3,3,0,1
01/01/16,1212,26,Male,C9,College,47419,16/05/15,,1,2,1846550,4
01/02/16,1212,26,Male,C9,College,47419,16/05/15,,1,2,1649070,4
01/03/16,1212,26,Male,C9,College,47419,16/05/15,,1,2,2141680,4
01/04/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,0,2
01/05/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,200000,2
01/06/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,445040,2
01/07/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,272080,2
01/08/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,460070,2
01/09/16,1212,27,Male,C9,College,47419,16/05/15,,1,2,400280,2
01/10/16,1212,27,Male,C9,College,47419,16/05/15,04/10/16,1,2,0,1
01/01/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,569260,4
01/02/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,366310,4
01/03/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,3949450,4
01/04/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,145480,3
01/05/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,686970,3
01/06/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,312420,3
01/07/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,398540,2
01/08/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,434600,2
01/09/16,1213,47,Male,C7,Master,54491,07/09/15,,1,1,104020,2
01/10/16,1213,48,Male,C7,Master,54491,07/09/15,,1,1,352870,3
01/11/16,1213,48,Male,C7,Master,54491,07/09/15,,1,1,197640,3
01/12/16,1213,48,Male,C7,Master,54491,07/09/15,,1,1,542440,3
01/01/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,899930,3
01/02/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,439100,3
01/03/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,1821120,3
01/04/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,573990,3
01/05/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,193700,3
01/06/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,378960,3
01/07/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,329130,3
01/08/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,326840,3
01/09/17,1213,48,Male,C7,Master,54491,07/09/15,,1,1,805970,3
01/10/17,1213,49,Male,C7,Master,54491,07/09/15,,1,1,1025730,3
01/11/17,1213,49,Male,C7,Master,54491,07/09/15,,1,1,100740,3
01/12/17,1213,49,Male,C7,Master,54491,07/09/15,,1,1,581990,3
01/08/17,1214,37,Male,C20,Master,55698,01/08/17,,2,2,0,1
01/09/17,1214,37,Male,C20,Master,55698,01/08/17,,2,2,0,1
01/10/17,1214,37,Male,C20,Master,55698,01/08/17,,2,2,0,3
01/11/17,1214,37,Male,C20,Master,55698,01/08/17,,2,2,1226380,3
01/12/17,1214,38,Male,C20,Master,55698,01/08/17,,2,2,0,3
01/06/17,1215,26,Male,C28,College,18088,29/05/17,,1,1,0,1
01/07/17,1215,26,Male,C28,College,18088,29/05/17,,1,1,0,1
01/08/17,1215,26,Male,C28,College,18088,29/05/17,29/07/17,1,1,0,1
01/08/16,1216,30,Male,C1,Bachelor,37992,13/08/16,,1,1,0,1
01/09/16,1216,30,Male,C1,Bachelor,37992,13/08/16,,1,1,0,1
01/10/16,1216,30,Male,C1,Bachelor,37992,13/08/16,,1,1,0,3
01/11/16,1216,30,Male,C1,Bachelor,37992,13/08/16,,1,1,250000,3
01/12/16,1216,30,Male,C1,Bachelor,37992,13/08/16,,1,1,1409760,3
01/01/17,1216,30,Male,C1,Bachelor,37992,13/08/16,09/01/17,1,1,156720,1
01/08/16,1217,38,Male,C5,Master,48409,01/08/16,,1,1,0,1
01/09/16,1217,38,Male,C5,Master,48409,01/08/16,,1,1,0,1
01/10/16,1217,38,Male,C5,Master,48409,01/08/16,03/10/16,1,1,0,1
01/10/16,1218,27,Male,C12,Bachelor,37630,13/10/16,,2,2,0,1
01/11/16,1218,27,Male,C12,Bachelor,37630,13/10/16,,2,2,0,1
01/12/16,1218,28,Male,C12,Bachelor,37630,13/10/16,17/12/16,2,2,0,1
01/10/16,1219,22,Female,C20,College,30295,25/10/16,,1,1,0,1
01/11/16,1219,22,Female,C20,College,30295,25/10/16,,1,1,0,1
01/12/16,1219,22,Female,C20,College,30295,25/10/16,,1,1,0,1
01/01/17,1219,22,Female,C20,College,30295,25/10/16,31/12/16,1,1,0,1
01/11/16,1220,37,Female,C29,Master,90851,15/11/16,,3,3,0,1
01/12/16,1220,37,Female,C29,Master,90851,15/11/16,,3,3,0,1
01/01/17,1220,37,Female,C29,Master,90851,15/11/16,21/01/17,3,3,0,1
01/07/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,0,1
01/08/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,0,1
01/09/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,550330,1
01/10/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,204840,1
01/11/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,174780,1
01/12/16,1222,32,Female,C20,Master,87845,13/07/16,,2,2,0,1
01/01/17,1222,32,Female,C20,Master,87845,13/07/16,,2,2,0,2
01/02/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,750000,2
01/03/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,634690,2
01/04/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,626370,3
01/05/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,480360,3
01/06/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,1234320,3
01/07/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,1811940,4
01/08/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,1199160,4
01/09/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,0,4
01/10/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,1225970,3
01/11/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,241600,3
01/12/17,1222,33,Female,C20,Master,87845,13/07/16,,2,2,129080,3
01/01/17,1223,28,Male,C14,Master,54527,16/01/17,,2,2,0,1
01/02/17,1223,28,Male,C14,Master,54527,16/01/17,,2,2,0,1
01/03/17,1223,28,Male,C14,Master,54527,16/01/17,04/03/17,2,2,0,1
01/09/16,1224,33,Male,C28,Master,78442,03/09/16,,3,3,0,1
01/10/16,1224,33,Male,C28,Master,78442,03/09/16,,3,3,0,2
01/11/16,1224,33,Male,C28,Master,78442,03/09/16,,3,3,664800,2
01/12/16,1224,33,Male,C28,Master,78442,03/09/16,,3,3,374910,2
01/01/17,1224,33,Male,C28,Master,78442,03/09/16,,3,3,3318790,3
01/02/17,1224,33,Male,C28,Master,78442,03/09/16,,3,3,0,3
01/01/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,0,2
01/02/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,315310,2
01/03/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,805830,2
01/04/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,388130,3
01/05/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,316030,3
01/06/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,339330,3
01/07/16,1225,28,Female,C11,Bachelor,42262,25/04/13,,1,1,293420,3
01/08/16,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,194000,3
01/09/16,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,805700,3
01/10/16,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,743030,4
01/11/16,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,1067080,4
01/12/16,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,0,4
01/01/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,975850,3
01/02/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,755520,3
01/03/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,1780570,3
01/04/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,150090,2
01/05/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,591040,2
01/06/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,0,2
01/07/17,1225,29,Female,C11,Bachelor,42262,25/04/13,,1,1,0,2
01/08/17,1225,30,Female,C11,Bachelor,42262,25/04/13,,1,1,397060,2
01/09/17,1225,30,Female,C11,Bachelor,42262,25/04/13,,1,1,843140,2
01/10/17,1225,30,Female,C11,Bachelor,42262,25/04/13,,1,1,756040,3
01/11/17,1225,30,Female,C11,Bachelor,42262,25/04/13,,1,1,360000,3
01/12/17,1225,30,Female,C11,Bachelor,42262,25/04/13,,1,1,785080,3
01/01/16,1226,32,Male,C7,College,12456,13/05/15,,1,1,540230,1
01/02/16,1226,32,Male,C7,College,12456,13/05/15,,1,1,102920,1
01/03/16,1226,32,Male,C7,College,12456,13/05/15,01/03/16,1,1,0,1
01/12/17,1227,33,Female,C12,Master,71748,30/11/17,,2,2,0,1
01/09/16,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,0,1
01/10/16,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,150280,2
01/11/16,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,298160,2
01/12/16,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,378920,2
01/01/17,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,489910,2
01/02/17,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,404330,2
01/03/17,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,1365840,2
01/04/17,1228,32,Male,C9,Bachelor,45575,08/09/16,,1,1,0,1
01/05/17,1228,32,Male,C9,Bachelor,45575,08/09/16,05/05/17,1,1,0,1
01/01/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,5733700,4
01/02/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,1075770,4
01/03/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,12836130,4
01/04/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,200000,1
01/05/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,103190,1
01/06/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,220350,1
01/07/16,1229,34,Male,C17,College,115006,17/12/14,,1,4,1415120,4
01/08/16,1229,35,Male,C17,College,115006,17/12/14,,1,4,2600000,4
01/09/16,1229,35,Male,C17,College,115006,17/12/14,,1,4,3800000,4
01/10/16,1229,35,Male,C17,College,115006,17/12/14,,1,4,740000,2
01/11/16,1229,35,Male,C17,College,115006,17/12/14,,1,4,1160000,2
01/12/16,1229,35,Male,C17,College,115006,17/12/14,,1,4,700010,2
01/01/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,1750430,3
01/02/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,1301470,3
01/03/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,7285730,3
01/04/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,338200,2
01/05/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,350000,2
01/06/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,1290000,2
01/07/17,1229,35,Male,C17,College,115006,17/12/14,,1,4,0,1
01/08/17,1229,36,Male,C17,College,115006,17/12/14,29/07/17,1,4,200000,1
01/05/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,0,1
01/06/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,192300,1
01/07/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,60750,2
01/08/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,912290,2
01/09/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,150210,2
01/10/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,500000,2
01/11/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,127200,2
01/12/17,1230,35,Female,C8,Master,92594,01/05/17,,3,3,912480,2
01/08/17,1231,44,Female,C7,Master,82540,31/07/17,,3,3,0,2
01/09/17,1231,44,Female,C7,Master,82540,31/07/17,,3,3,797200,2
01/10/17,1231,44,Female,C7,Master,82540,31/07/17,,3,3,0,1
01/11/17,1231,44,Female,C7,Master,82540,31/07/17,,3,3,0,1
01/12/17,1231,44,Female,C7,Master,82540,31/07/17,,3,3,0,1
01/01/16,1232,29,Male,C27,Master,133978,31/05/12,,2,4,676720,3
01/02/16,1232,29,Male,C27,Master,133978,31/05/12,,2,4,1633530,3
01/03/16,1232,29,Male,C27,Master,133978,31/05/12,,2,4,6671350,3
01/04/16,1232,29,Male,C27,Master,133978,31/05/12,,2,4,120590,2
01/05/16,1232,29,Male,C27,Master,133978,31/05/12,,2,4,550010,2
01/06/16,1232,30,Male,C27,Master,133978,31/05/12,,2,4,904500,2
01/07/16,1232,30,Male,C27,Master,133978,31/05/12,,2,4,492500,3
01/08/16,1232,30,Male,C27,Master,133978,31/05/12,,2,4,2752930,3
01/09/16,1232,30,Male,C27,Master,133978,31/05/12,,2,4,291000,3
01/10/16,1232,30,Male,C27,Master,133978,31/05/12,28/10/16,2,4,500000,2
01/06/16,1233,31,Female,C5,Bachelor,42565,20/06/16,,2,2,0,1
01/07/16,1233,31,Female,C5,Bachelor,42565,20/06/16,,2,2,0,2
01/08/16,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,150010,2
01/09/16,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,680610,2
01/10/16,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,0,1
01/11/16,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,4760,1
01/12/16,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,243050,1
01/01/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,750000,2
01/02/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,150270,2
01/03/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,962150,2
01/04/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,190060,2
01/05/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,349530,2
01/06/17,1233,32,Female,C5,Bachelor,42565,20/06/16,,2,2,500000,2
01/07/17,1233,32,Female,C5,Bachelor,42565,20/06/16,05/07/17,2,2,0,1
01/01/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,631570,3
01/02/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,845770,3
01/03/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,1213920,3
01/04/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,325890,2
01/05/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,0,2
01/06/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,324400,2
01/07/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,544560,3
01/08/16,1234,36,Male,C28,Bachelor,21755,29/06/15,,1,1,519500,3
01/09/16,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,100430,3
01/10/16,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,798660,4
01/11/16,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,579240,4
01/12/16,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,154220,4
01/01/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,303450,2
01/02/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,276070,2
01/03/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,1476810,2
01/04/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,118250,3
01/05/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,1166280,3
01/06/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,273890,3
01/07/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,430480,2
01/08/17,1234,37,Male,C28,Bachelor,21755,29/06/15,,1,1,150350,2
01/09/17,1234,38,Male,C28,Bachelor,21755,29/06/15,,1,1,493580,2
01/10/17,1234,38,Male,C28,Bachelor,21755,29/06/15,,1,1,150110,3
01/11/17,1234,38,Male,C28,Bachelor,21755,29/06/15,,1,1,241560,3
01/12/17,1234,38,Male,C28,Bachelor,21755,29/06/15,,1,1,1100900,3
01/12/16,1235,33,Male,C3,College,50372,08/12/16,,1,1,0,1
01/01/17,1235,34,Male,C3,College,50372,08/12/16,,1,1,262200,1
01/02/17,1235,34,Male,C3,College,50372,08/12/16,,1,1,0,1
01/03/17,1235,34,Male,C3,College,50372,08/12/16,27/02/17,1,1,0,1
01/01/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,708720,2
01/02/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,683290,2
01/03/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,1048270,2
01/04/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,125140,2
01/05/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,436280,2
01/06/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,253820,2
01/07/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,479810,2
01/08/16,1236,41,Male,C10,Bachelor,94965,14/11/13,,1,2,0,2
01/09/16,1236,42,Male,C10,Bachelor,94965,14/11/13,,1,2,291030,2
01/10/16,1236,42,Male,C10,Bachelor,94965,14/11/13,06/10/16,1,2,0,1
01/01/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,2690100,3
01/02/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,3896980,3
01/03/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,7090250,3
01/04/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,0,3
01/05/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,1281330,3
01/06/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,742070,3
01/07/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,-208560,2
01/08/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,0,2
01/09/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,1618410,2
01/10/16,1238,27,Male,C12,College,106983,26/11/12,,2,4,2529720,3
01/11/16,1238,28,Male,C12,College,106983,26/11/12,,2,4,351150,3
01/12/16,1238,28,Male,C12,College,106983,26/11/12,,2,4,1085450,3
01/01/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,883000,2
01/02/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,779950,2
01/03/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,3853850,2
01/04/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,3249020,3
01/05/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,1154750,3
01/06/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,0,3
01/07/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,1893050,3
01/08/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,765550,3
01/09/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,1839330,3
01/10/17,1238,28,Male,C12,College,106983,26/11/12,,2,4,2279370,4
01/11/17,1238,29,Male,C12,College,106983,26/11/12,,2,4,2511120,4
01/12/17,1238,29,Male,C12,College,106983,26/11/12,,2,4,16873160,4
01/01/16,1239,23,Female,C3,Master,50554,10/03/15,,1,1,208840,3
01/02/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,600670,3
01/03/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,972820,3
01/04/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,0,1
01/05/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,101850,1
01/06/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,0,1
01/07/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,0,1
01/08/16,1239,24,Female,C3,Master,50554,10/03/15,,1,1,0,1
01/09/16,1239,24,Female,C3,Master,50554,10/03/15,05/09/16,1,1,0,1
01/02/17,1242,43,Female,C24,Master,67971,10/02/17,,3,3,0,1
01/03/17,1242,43,Female,C24,Master,67971,10/02/17,,3,3,150230,1
01/04/17,1242,43,Female,C24,Master,67971,10/02/17,,3,3,194000,1
01/05/17,1242,43,Female,C24,Master,67971,10/02/17,,3,3,0,1
01/06/17,1242,43,Female,C24,Master,67971,10/02/17,,3,3,107820,1
01/07/17,1242,43,Female,C24,Master,67971,10/02/17,11/07/17,3,3,0,1
01/01/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,636450,3
01/02/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,1213630,3
01/03/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,6924370,3
01/04/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,525080,3
01/05/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,312530,3
01/06/16,1243,38,Female,C27,Master,81975,18/07/13,,1,3,417090,3
01/07/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,349520,2
01/08/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,538050,2
01/09/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,374220,2
01/10/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,569160,2
01/11/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,859800,2
01/12/16,1243,39,Female,C27,Master,81975,18/07/13,,1,3,200110,2
01/01/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,679190,3
01/02/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,697470,3
01/03/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,2981520,3
01/04/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,860000,4
01/05/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,784480,4
01/06/17,1243,39,Female,C27,Master,81975,18/07/13,,1,3,603450,4
01/07/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,1186860,3
01/08/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,813740,3
01/09/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,150010,3
01/10/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,755410,4
01/11/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,2435100,4
01/12/17,1243,40,Female,C27,Master,81975,18/07/13,,1,3,265990,4
01/05/17,1244,35,Female,C10,College,15291,19/05/17,,2,2,0,1
01/06/17,1244,35,Female,C10,College,15291,19/05/17,,2,2,0,1
01/07/17,1244,35,Female,C10,College,15291,19/05/17,,2,2,300320,1
01/08/17,1244,36,Female,C10,College,15291,19/05/17,,2,2,150450,1
01/09/17,1244,36,Female,C10,College,15291,19/05/17,,2,2,150440,1
01/10/17,1244,36,Female,C10,College,15291,19/05/17,,2,2,150120,1
01/11/17,1244,36,Female,C10,College,15291,19/05/17,16/11/17,2,2,0,1
01/07/17,1245,31,Male,C20,Bachelor,43975,03/07/17,,2,2,0,1
01/08/17,1245,31,Male,C20,Bachelor,43975,03/07/17,,2,2,163200,1
01/09/17,1245,32,Male,C20,Bachelor,43975,03/07/17,,2,2,0,1
