INSTRUMENTO,FECHA,TIPO VALOR,PRECIO SUCIO,PRECIO LIMPIO,DIAS X VENCER,RENDIMIENTO,TASA CUPON
M_BONOS_191211,21/02/2018,M,96.588019,95.629686,658,7.6,0.05
M_BONOS_200611,21/02/2018,M,102.46287,100.929537,841,7.55,0.08
M_BONOS_210610,21/02/2018,M,98.119545,96.873712,1205,7.57,0.065
M_BONOS_220609,21/02/2018,M,97.214934,95.969101,1569,7.6,0.065
M_BONOS_231207,21/02/2018,M,103.335368,101.802035,2115,7.61,0.08
M_BONOS_241205,21/02/2018,M,114.52022,112.603553,2479,7.61,0.1
M_BONOS_260305,21/02/2018,M,91.240412,88.684856,2934,7.64,0.0575
M_BONOS_270603,21/02/2018,M,100.22988,98.79238,3389,7.68,0.075
M_BONOS_290531,21/02/2018,M,107.463892,105.834725,4117,7.72,0.085
M_BONOS_310529,21/02/2018,M,101.385108,99.899691,4845,7.76,0.0775
M_BONOS_341123,21/02/2018,M,101.00124,99.515823,6119,7.8,0.0775
M_BONOS_361120,21/02/2018,M,122.947897,121.03123,6847,7.85,0.1
M_BONOS_381118,21/02/2018,M,108.143601,106.514434,7575,7.86,0.085
M_BONOS_421113,21/02/2018,M,100.055144,98.569727,9031,7.88,0.0775
M_BONOS_471107,21/02/2018,M,102.657994,101.124661,10851,7.9,0.08
M_BONOS_180614,22/02/2018,M,100.016917,99.093306,112,7.72,0.0475
M_BONOS_181213,22/02/2018,M,102.286297,100.633519,294,7.66,0.085
M_BONOS_191211,22/02/2018,M,96.705755,95.733533,657,7.54,0.05
M_BONOS_200611,22/02/2018,M,102.611134,101.055578,840,7.49,0.08
M_BONOS_210610,22/02/2018,M,98.31112,97.047231,1204,7.51,0.065
M_BONOS_220609,22/02/2018,M,97.484783,96.220894,1568,7.53,0.065
M_BONOS_231207,22/02/2018,M,103.640447,102.084891,2114,7.55,0.08
M_BONOS_241205,22/02/2018,M,114.886496,112.942052,2478,7.55,0.1
M_BONOS_260305,22/02/2018,M,91.482023,88.910495,2933,7.6,0.0575
M_BONOS_270603,22/02/2018,M,100.51391,99.055577,3388,7.64,0.075
M_BONOS_290531,22/02/2018,M,107.720756,106.067978,4116,7.69,0.085
M_BONOS_310529,22/02/2018,M,101.654669,100.147725,4844,7.73,0.0775
M_BONOS_341123,22/02/2018,M,101.208913,99.701969,6118,7.78,0.0775
M_BONOS_361120,22/02/2018,M,123.314449,121.370005,6846,7.82,0.1
M_BONOS_381118,22/02/2018,M,108.381431,106.728653,7574,7.84,0.085
M_BONOS_421113,22/02/2018,M,100.29187,98.784926,9030,7.86,0.0775
M_BONOS_471107,22/02/2018,M,102.795635,101.240079,10850,7.89,0.08
M_BONOS_180614,23/02/2018,M,100.043897,99.107091,111,7.7,0.0475
M_BONOS_181213,23/02/2018,M,102.29203,100.615641,293,7.68,0.085
M_BONOS_191211,23/02/2018,M,96.741913,95.755802,656,7.53,0.05
M_BONOS_200611,23/02/2018,M,102.695685,101.117907,839,7.46,0.08
M_BONOS_210610,23/02/2018,M,98.416991,97.135047,1203,7.48,0.065
M_BONOS_220609,23/02/2018,M,97.647765,96.365821,1567,7.49,0.065
M_BONOS_231207,23/02/2018,M,103.803914,102.226136,2113,7.52,0.08
M_BONOS_241205,23/02/2018,M,115.081843,113.109621,2477,7.52,0.1
M_BONOS_260305,23/02/2018,M,91.668345,89.080845,2932,7.57,0.0575
M_BONOS_270603,23/02/2018,M,100.732678,99.253511,3387,7.61,0.075
M_BONOS_290531,23/02/2018,M,107.899862,106.223473,4115,7.67,0.085
M_BONOS_310529,23/02/2018,M,101.841945,100.313473,4843,7.71,0.0775
M_BONOS_341123,23/02/2018,M,101.323652,99.79518,6117,7.77,0.0775
M_BONOS_361120,23/02/2018,M,123.340722,121.3685,6845,7.82,0.1
M_BONOS_381118,23/02/2018,M,108.40458,106.728191,7573,7.84,0.085
M_BONOS_421113,23/02/2018,M,100.421245,98.892773,9029,7.85,0.0775
M_BONOS_471107,23/02/2018,M,102.933496,101.355718,10849,7.88,0.08
M_BONOS_180614,26/02/2018,M,100.104003,99.127614,108,7.71,0.0475
M_BONOS_181213,26/02/2018,M,102.325355,100.578133,290,7.72,0.085
M_BONOS_191211,26/02/2018,M,96.720496,95.692718,653,7.58,0.05
M_BONOS_200611,26/02/2018,M,102.67387,101.029426,836,7.5,0.08
M_BONOS_210610,26/02/2018,M,98.363171,97.02706,1200,7.52,0.065
M_BONOS_220609,26/02/2018,M,97.564864,96.228753,1564,7.53,0.065
M_BONOS_231207,26/02/2018,M,103.773104,102.12866,2110,7.54,0.08
M_BONOS_241205,26/02/2018,M,114.981118,112.925562,2474,7.55,0.1
M_BONOS_260305,26/02/2018,M,91.613567,88.97815,2929,7.59,0.0575
M_BONOS_270603,26/02/2018,M,100.597664,99.055997,3384,7.64,0.075
M_BONOS_290531,26/02/2018,M,107.811091,106.063869,4112,7.69,0.085
M_BONOS_310529,26/02/2018,M,101.657591,100.064535,4840,7.74,0.0775
M_BONOS_341123,26/02/2018,M,101.201625,99.608569,6114,7.79,0.0775
M_BONOS_361120,26/02/2018,M,123.192649,121.137093,6842,7.84,0.1
M_BONOS_381118,26/02/2018,M,108.259435,106.512213,7570,7.86,0.085
M_BONOS_421113,26/02/2018,M,100.162582,98.569526,9026,7.88,0.0775
M_BONOS_471107,26/02/2018,M,102.538084,100.89364,10846,7.92,0.08
M_BONOS_180614,27/02/2018,M,100.125037,99.135454,107,7.71,0.0475
M_BONOS_181213,27/02/2018,M,102.316079,100.545246,289,7.76,0.085
M_BONOS_191211,27/02/2018,M,96.708147,95.66648,652,7.6,0.05
M_BONOS_200611,27/02/2018,M,102.631619,100.964952,835,7.53,0.08
M_BONOS_210610,27/02/2018,M,98.354872,97.000705,1199,7.53,0.065
M_BONOS_220609,27/02/2018,M,97.549268,96.195101,1563,7.54,0.065
M_BONOS_231207,27/02/2018,M,103.699906,102.033239,2109,7.56,0.08
M_BONOS_241205,27/02/2018,M,114.890656,112.807323,2473,7.57,0.1
M_BONOS_260305,27/02/2018,M,91.521176,88.869787,2928,7.61,0.0575
M_BONOS_270603,27/02/2018,M,100.552832,98.990332,3383,7.65,0.075
M_BONOS_290531,27/02/2018,M,107.833687,106.062854,4111,7.69,0.085
M_BONOS_310529,27/02/2018,M,101.679032,100.064449,4839,7.74,0.0775
M_BONOS_341123,27/02/2018,M,101.130101,99.515518,6113,7.8,0.0775
M_BONOS_361120,27/02/2018,M,123.105746,121.022413,6841,7.85,0.1
M_BONOS_381118,27/02/2018,M,108.175556,106.404723,7569,7.87,0.085
M_BONOS_421113,27/02/2018,M,100.184083,98.5695,9025,7.88,0.0775
M_BONOS_471107,27/02/2018,M,102.560205,100.893538,10845,7.92,0.08
M_BONOS_180614,28/02/2018,M,100.146075,99.143297,106,7.71,0.0475
M_BONOS_181213,28/02/2018,M,102.345388,100.550944,288,7.75,0.085
M_BONOS_191211,28/02/2018,M,96.728183,95.672627,651,7.6,0.05
M_BONOS_200611,28/02/2018,M,102.694803,101.005914,834,7.51,0.08
M_BONOS_210610,28/02/2018,M,98.431968,97.059746,1198,7.51,0.065
M_BONOS_220609,28/02/2018,M,97.676193,96.303971,1562,7.51,0.065
M_BONOS_231207,28/02/2018,M,103.863061,102.174172,2108,7.53,0.08
M_BONOS_241205,28/02/2018,M,115.028459,112.917348,2472,7.55,0.1
M_BONOS_260305,28/02/2018,M,91.651482,88.984121,2927,7.59,0.0575
M_BONOS_270603,28/02/2018,M,100.771269,99.187936,3382,7.62,0.075
M_BONOS_290531,28/02/2018,M,108.012691,106.218247,4110,7.67,0.085
M_BONOS_310529,28/02/2018,M,101.783221,100.14711,4838,7.73,0.0775
M_BONOS_341123,28/02/2018,M,101.430961,99.79485,6112,7.77,0.0775
M_BONOS_361120,28/02/2018,M,123.358648,121.247537,6840,7.83,0.1
M_BONOS_381118,28/02/2018,M,108.520404,106.72596,7568,7.84,0.085
M_BONOS_421113,28/02/2018,M,100.313097,98.676986,9024,7.87,0.0775
M_BONOS_471107,28/02/2018,M,102.812737,101.123848,10844,7.9,0.08
M_BONOS_180614,01/03/2018,M,100.167118,99.151146,105,7.71,0.0475
M_BONOS_181213,01/03/2018,M,102.367002,100.548946,287,7.75,0.085
M_BONOS_191211,01/03/2018,M,96.780468,95.711024,650,7.58,0.05
M_BONOS_200611,01/03/2018,M,102.736874,101.025763,833,7.5,0.08
M_BONOS_210610,01/03/2018,M,98.537495,97.147217,1197,7.48,0.065
M_BONOS_220609,01/03/2018,M,97.731831,96.341553,1561,7.5,0.065
M_BONOS_231207,01/03/2018,M,103.979004,102.267893,2107,7.51,0.08
M_BONOS_241205,01/03/2018,M,115.223492,113.084603,2471,7.52,0.1
M_BONOS_260305,01/03/2018,M,91.837709,89.154376,2926,7.56,0.0575
M_BONOS_270603,01/03/2018,M,100.9241,99.319933,3381,7.6,0.075
M_BONOS_290531,01/03/2018,M,108.191958,106.373902,4109,7.65,0.085
M_BONOS_310529,01/03/2018,M,101.970407,100.312768,4837,7.71,0.0775
M_BONOS_341123,01/03/2018,M,101.63929,99.981651,6111,7.75,0.0775
M_BONOS_361120,01/03/2018,M,123.612157,121.473268,6839,7.81,0.1
M_BONOS_381118,01/03/2018,M,108.651124,106.833068,7567,7.83,0.085
M_BONOS_421113,01/03/2018,M,100.550172,98.892533,9023,7.85,0.0775
M_BONOS_471107,01/03/2018,M,103.066144,101.355033,10843,7.88,0.08
M_BONOS_180614,02/03/2018,M,100.188165,99.158998,104,7.71,0.0475
M_BONOS_181213,02/03/2018,M,102.373377,100.53171,286,7.77,0.085
M_BONOS_191211,02/03/2018,M,96.800467,95.717134,649,7.58,0.05
M_BONOS_200611,02/03/2018,M,102.799938,101.066605,832,7.48,0.08
M_BONOS_210610,02/03/2018,M,98.58605,97.177717,1196,7.47,0.065
M_BONOS_220609,02/03/2018,M,97.823102,96.414769,1560,7.48,0.065
M_BONOS_231207,02/03/2018,M,104.047628,102.314295,2106,7.5,0.08
M_BONOS_241205,02/03/2018,M,115.30429,113.137623,2470,7.51,0.1
M_BONOS_260305,02/03/2018,M,91.856638,89.157332,2925,7.56,0.0575
M_BONOS_270603,02/03/2018,M,100.94501,99.32001,3380,7.6,0.075
M_BONOS_290531,02/03/2018,M,108.136149,106.294482,4108,7.66,0.085
M_BONOS_310529,02/03/2018,M,101.908924,100.229757,4836,7.72,0.0775
M_BONOS_341123,02/03/2018,M,101.380684,99.701517,6110,7.78,0.0775
M_BONOS_361120,02/03/2018,M,123.524794,121.358127,6838,7.82,0.1
M_BONOS_381118,02/03/2018,M,108.566767,106.7251,7566,7.84,0.085
M_BONOS_421113,02/03/2018,M,100.463802,98.784635,9022,7.86,0.0775
M_BONOS_471107,02/03/2018,M,102.97252,101.239187,10842,7.89,0.08
M_BONOS_180614,05/03/2018,M,100.259455,99.190705,101,7.68,0.0475
M_BONOS_181213,05/03/2018,M,102.44596,100.53346,283,7.76,0.085
M_BONOS_191211,05/03/2018,M,96.860489,95.735489,646,7.58,0.05
M_BONOS_200611,05/03/2018,M,102.820939,101.020939,829,7.5,0.08
M_BONOS_210610,05/03/2018,M,98.617913,97.155413,1193,7.48,0.065
M_BONOS_220609,05/03/2018,M,97.847378,96.384878,1557,7.49,0.065
M_BONOS_231207,05/03/2018,M,104.064197,102.264197,2103,7.51,0.08
M_BONOS_241205,05/03/2018,M,115.260943,113.010943,2467,7.53,0.1
M_BONOS_260305,05/03/2018,M,91.801999,89.054777,2922,7.58,0.0575
M_BONOS_270603,05/03/2018,M,100.87597,99.18847,3377,7.62,0.075
M_BONOS_290531,05/03/2018,M,108.125639,106.213139,4105,7.67,0.085
M_BONOS_310529,05/03/2018,M,101.807779,100.064029,4833,7.74,0.0775
M_BONOS_341123,05/03/2018,M,101.259127,99.515377,6107,7.8,0.0775
M_BONOS_361120,05/03/2018,M,123.376961,121.126961,6835,7.84,0.1
M_BONOS_381118,05/03/2018,M,108.42181,106.50931,7563,7.86,0.085
M_BONOS_421113,05/03/2018,M,100.313188,98.569438,9019,7.88,0.0775
M_BONOS_471107,05/03/2018,M,102.808111,101.008111,10839,7.91,0.08
M_BONOS_180614,06/03/2018,M,100.288487,99.206543,100,7.65,0.0475
M_BONOS_181213,06/03/2018,M,102.490184,100.554073,282,7.73,0.085
M_BONOS_191211,06/03/2018,M,96.92856,95.789671,645,7.55,0.05
M_BONOS_200611,06/03/2018,M,102.925725,101.103503,828,7.46,0.08
M_BONOS_210610,06/03/2018,M,98.751585,97.271029,1192,7.44,0.065
M_BONOS_220609,06/03/2018,M,98.009754,96.529198,1556,7.45,0.065
M_BONOS_231207,06/03/2018,M,104.227365,102.405143,2102,7.48,0.08
M_BONOS_241205,06/03/2018,M,115.570271,113.292493,2466,7.48,0.1
M_BONOS_260305,06/03/2018,M,92.043983,89.280789,2921,7.54,0.0575
M_BONOS_270603,06/03/2018,M,101.16068,99.452347,3376,7.58,0.075
M_BONOS_290531,06/03/2018,M,108.383199,106.447088,4104,7.64,0.085
M_BONOS_310529,06/03/2018,M,101.994712,100.229434,4832,7.72,0.0775
M_BONOS_341123,06/03/2018,M,101.466679,99.701401,6106,7.78,0.0775
M_BONOS_361120,06/03/2018,M,123.516627,121.238849,6834,7.83,0.1
M_BONOS_381118,06/03/2018,M,108.659555,106.723444,7562,7.84,0.085
M_BONOS_421113,06/03/2018,M,100.657738,98.89246,9018,7.85,0.0775
M_BONOS_471107,06/03/2018,M,103.176814,101.354592,10838,7.88,0.08
M_BONOS_180614,07/03/2018,M,100.290813,99.195674,99,7.72,0.0475
M_BONOS_181213,07/03/2018,M,102.526768,100.567046,281,7.71,0.085
M_BONOS_191211,07/03/2018,M,96.980521,95.827743,644,7.53,0.05
M_BONOS_200611,07/03/2018,M,102.988529,101.144085,827,7.44,0.08
M_BONOS_210610,07/03/2018,M,98.82842,97.329809,1191,7.42,0.065
M_BONOS_220609,07/03/2018,M,98.10092,96.602309,1555,7.43,0.065
M_BONOS_231207,07/03/2018,M,104.343295,102.498851,2101,7.46,0.08
M_BONOS_241205,07/03/2018,M,115.708327,113.402771,2465,7.46,0.1
M_BONOS_260305,07/03/2018,M,92.230574,89.451407,2920,7.51,0.0575
M_BONOS_270603,07/03/2018,M,101.313772,99.584605,3375,7.56,0.075
M_BONOS_290531,07/03/2018,M,108.48423,106.524508,4103,7.63,0.085
M_BONOS_310529,07/03/2018,M,102.181984,100.395178,4831,7.7,0.0775
M_BONOS_341123,07/03/2018,M,101.581384,99.794578,6105,7.77,0.0775
M_BONOS_361120,07/03/2018,M,123.656441,121.350885,6833,7.82,0.1
M_BONOS_381118,07/03/2018,M,108.790268,106.830546,7561,7.83,0.085
M_BONOS_421113,07/03/2018,M,100.787306,99.0005,9017,7.84,0.0775
M_BONOS_471107,07/03/2018,M,103.314919,101.470475,10837,7.87,0.08
M_BONOS_180614,08/03/2018,M,100.325056,99.216723,98,7.67,0.0475
M_BONOS_181213,08/03/2018,M,102.540839,100.557506,280,7.72,0.085
M_BONOS_191211,08/03/2018,M,97.000432,95.833765,643,7.53,0.05
M_BONOS_200611,08/03/2018,M,103.030343,101.163676,826,7.43,0.08
M_BONOS_210610,08/03/2018,M,98.820035,97.303368,1190,7.43,0.065
M_BONOS_220609,08/03/2018,M,98.120798,96.604131,1554,7.43,0.065
M_BONOS_231207,08/03/2018,M,104.411879,102.545212,2100,7.45,0.08
M_BONOS_241205,08/03/2018,M,115.674625,113.341292,2464,7.47,0.1
M_BONOS_260305,08/03/2018,M,92.193541,89.398402,2919,7.52,0.0575
M_BONOS_270603,08/03/2018,M,101.334653,99.584653,3374,7.56,0.075
M_BONOS_290531,08/03/2018,M,108.506793,106.52346,4102,7.63,0.085
M_BONOS_310529,08/03/2018,M,102.120484,100.312151,4830,7.71,0.0775
M_BONOS_341123,08/03/2018,M,101.509703,99.70137,6104,7.78,0.0775
M_BONOS_361120,08/03/2018,M,123.569332,121.235999,6832,7.83,0.1
M_BONOS_381118,08/03/2018,M,108.705978,106.722645,7560,7.84,0.085
M_BONOS_421113,08/03/2018,M,100.592945,98.784612,9016,7.86,0.0775
M_BONOS_471107,08/03/2018,M,103.221116,101.354449,10836,7.88,0.08
M_BONOS_180614,09/03/2018,M,100.333017,99.211489,97,7.72,0.0475
M_BONOS_181213,09/03/2018,M,102.569858,100.562914,279,7.71,0.085
M_BONOS_191211,09/03/2018,M,97.06825,95.887694,642,7.5,0.05
M_BONOS_200611,09/03/2018,M,103.113936,101.225047,825,7.4,0.08
M_BONOS_210610,09/03/2018,M,98.896794,97.362072,1189,7.41,0.065
M_BONOS_220609,09/03/2018,M,98.176292,96.64157,1553,7.42,0.065
M_BONOS_231207,09/03/2018,M,104.480457,102.591568,2099,7.44,0.08
M_BONOS_241205,09/03/2018,M,115.869962,113.508851,2463,7.44,0.1
M_BONOS_260305,09/03/2018,M,92.380292,89.569181,2918,7.49,0.0575
M_BONOS_270603,09/03/2018,M,101.487897,99.717064,3373,7.54,0.075
M_BONOS_290531,09/03/2018,M,108.68646,106.679516,4101,7.61,0.085
M_BONOS_310529,09/03/2018,M,102.307901,100.47804,4829,7.69,0.0775
M_BONOS_341123,09/03/2018,M,101.811139,99.981278,6103,7.75,0.0775
M_BONOS_361120,09/03/2018,M,123.822745,121.461634,6831,7.81,0.1
M_BONOS_381118,09/03/2018,M,109.160156,107.153212,7559,7.8,0.085
M_BONOS_421113,09/03/2018,M,101.046995,99.217134,9015,7.82,0.0775
M_BONOS_471107,09/03/2018,M,103.59179,101.702901,10835,7.85,0.08
M_BONOS_180614,12/03/2018,M,100.411498,99.250387,94,7.66,0.0475
M_BONOS_181213,12/03/2018,M,102.619793,100.542015,276,7.73,0.085
M_BONOS_191211,12/03/2018,M,97.143721,95.921499,639,7.49,0.05
M_BONOS_200611,12/03/2018,M,103.176381,101.220825,822,7.4,0.08
M_BONOS_210610,12/03/2018,M,98.956765,97.367876,1186,7.41,0.065
M_BONOS_220609,12/03/2018,M,98.235905,96.647016,1550,7.42,0.065
M_BONOS_231207,12/03/2018,M,104.591404,102.635848,2096,7.43,0.08
M_BONOS_241205,12/03/2018,M,115.940505,113.496061,2460,7.44,0.1
M_BONOS_260305,12/03/2018,M,92.436905,89.577877,2915,7.49,0.0575
M_BONOS_270603,12/03/2018,M,101.550499,99.717166,3370,7.54,0.075
M_BONOS_290531,12/03/2018,M,108.754114,106.676336,4098,7.61,0.085
M_BONOS_310529,12/03/2018,M,102.372241,100.477797,4826,7.69,0.0775
M_BONOS_341123,12/03/2018,M,101.875657,99.981213,6100,7.75,0.0775
M_BONOS_361120,12/03/2018,M,124.243501,121.799057,6828,7.78,0.1
M_BONOS_381118,12/03/2018,M,109.337903,107.260125,7556,7.79,0.085
M_BONOS_421113,12/03/2018,M,101.328954,99.43451,9012,7.8,0.0775
M_BONOS_471107,12/03/2018,M,103.774875,101.819319,10832,7.84,0.08
M_BONOS_180614,13/03/2018,M,100.432462,99.258156,93,7.66,0.0475
M_BONOS_181213,13/03/2018,M,102.64141,100.540021,275,7.73,0.085
M_BONOS_191211,13/03/2018,M,97.131797,95.895686,638,7.51,0.05
M_BONOS_200611,13/03/2018,M,103.176387,101.198609,821,7.41,0.08
M_BONOS_210610,13/03/2018,M,98.948474,97.34153,1185,7.42,0.065
M_BONOS_220609,13/03/2018,M,98.184728,96.577784,1549,7.44,0.065
M_BONOS_231207,13/03/2018,M,104.565277,102.587499,2095,7.44,0.08
M_BONOS_241205,13/03/2018,M,115.906811,113.434589,2459,7.45,0.1
M_BONOS_260305,13/03/2018,M,92.399844,89.524844,2914,7.5,0.0575
M_BONOS_270603,13/03/2018,M,101.505223,99.651056,3369,7.55,0.075
M_BONOS_290531,13/03/2018,M,108.776675,106.675286,4097,7.61,0.085
M_BONOS_310529,13/03/2018,M,102.31071,100.394738,4825,7.7,0.0775
M_BONOS_341123,13/03/2018,M,101.897172,99.9812,6099,7.75,0.0775
M_BONOS_361120,13/03/2018,M,124.26984,121.797618,6827,7.78,0.1
M_BONOS_381118,13/03/2018,M,109.252983,107.151594,7555,7.8,0.085
M_BONOS_421113,13/03/2018,M,101.24172,99.325748,9011,7.81,0.0775
M_BONOS_471107,13/03/2018,M,103.797041,101.819263,10831,7.84,0.08
M_BONOS_180614,14/03/2018,M,100.441076,99.253576,92,7.71,0.0475
M_BONOS_181213,14/03/2018,M,102.670347,100.545347,274,7.72,0.085
M_BONOS_191211,14/03/2018,M,97.183405,95.933405,637,7.49,0.05
M_BONOS_200611,14/03/2018,M,103.197238,101.197238,820,7.41,0.08
M_BONOS_210610,14/03/2018,M,98.940238,97.315238,1184,7.43,0.065
M_BONOS_220609,14/03/2018,M,98.24015,96.61515,1548,7.43,0.065
M_BONOS_231207,14/03/2018,M,104.539219,102.539219,2094,7.45,0.08
M_BONOS_241205,14/03/2018,M,115.930359,113.430359,2458,7.45,0.1
M_BONOS_260305,14/03/2018,M,92.41874,89.527768,2913,7.5,0.0575
M_BONOS_270603,14/03/2018,M,101.526116,99.651116,3368,7.55,0.075
M_BONOS_290531,14/03/2018,M,108.720715,106.595715,4096,7.62,0.085
M_BONOS_310529,14/03/2018,M,102.415157,100.477657,4824,7.69,0.0775
M_BONOS_341123,14/03/2018,M,101.918691,99.981191,6098,7.75,0.0775
M_BONOS_361120,14/03/2018,M,124.182145,121.682145,6826,7.79,0.1
M_BONOS_381118,14/03/2018,M,109.168246,107.043246,7554,7.81,0.085
M_BONOS_421113,14/03/2018,M,101.154687,99.217187,9010,7.82,0.0775
M_BONOS_471107,14/03/2018,M,103.819211,101.819211,10830,7.84,0.08
M_BONOS_180614,15/03/2018,M,100.474404,99.27371,91,7.66,0.0475
M_BONOS_181213,15/03/2018,M,102.691948,100.543337,273,7.72,0.085
M_BONOS_191211,15/03/2018,M,97.17158,95.907691,636,7.51,0.05
M_BONOS_200611,15/03/2018,M,103.176569,101.154347,819,7.43,0.08
M_BONOS_210610,15/03/2018,M,98.932058,97.289002,1183,7.44,0.065
M_BONOS_220609,15/03/2018,M,98.189108,96.546052,1547,7.45,0.065
M_BONOS_231207,15/03/2018,M,104.466026,102.443804,2093,7.47,0.08
M_BONOS_241205,15/03/2018,M,115.782596,113.254818,2457,7.48,0.1
M_BONOS_260305,15/03/2018,M,89.307474,89.307474,2912,7.54,0.0575
M_BONOS_270603,15/03/2018,M,101.414931,99.519098,3367,7.57,0.075
M_BONOS_290531,15/03/2018,M,108.586504,106.437893,4095,7.64,0.085
M_BONOS_310529,15/03/2018,M,102.188001,100.228973,4823,7.72,0.0775
M_BONOS_341123,15/03/2018,M,101.75357,99.794542,6097,7.77,0.0775
M_BONOS_361120,15/03/2018,M,124.094633,121.566855,6825,7.8,0.1
M_BONOS_381118,15/03/2018,M,108.976071,106.82746,7553,7.83,0.085
M_BONOS_421113,15/03/2018,M,101.067854,99.108826,9009,7.83,0.0775
M_BONOS_471107,15/03/2018,M,103.724787,101.702565,10829,7.85,0.08
M_BONOS_180614,16/03/2018,M,100.4978,99.283911,90,7.65,0.0475
M_BONOS_181213,16/03/2018,M,102.728082,100.55586,272,7.7,0.085
M_BONOS_191211,16/03/2018,M,97.238925,95.961147,635,7.48,0.05
M_BONOS_200611,16/03/2018,M,103.280453,101.236009,818,7.39,0.08
M_BONOS_210610,16/03/2018,M,99.06502,97.403909,1182,7.4,0.065
M_BONOS_220609,16/03/2018,M,98.35094,96.689829,1546,7.41,0.065
M_BONOS_231207,16/03/2018,M,104.628938,102.584494,2092,7.44,0.08
M_BONOS_241205,16/03/2018,M,116.091824,113.536268,2456,7.43,0.1
M_BONOS_260305,16/03/2018,M,89.604905,89.588933,2911,7.49,0.0575
M_BONOS_270603,16/03/2018,M,101.766421,99.849754,3366,7.52,0.075
M_BONOS_290531,16/03/2018,M,109.080344,106.908122,4094,7.58,0.085
M_BONOS_310529,16/03/2018,M,102.790853,100.810297,4822,7.65,0.0775
M_BONOS_341123,16/03/2018,M,102.148875,100.168319,6096,7.73,0.0775
M_BONOS_361120,16/03/2018,M,124.577412,122.021856,6824,7.76,0.1
M_BONOS_381118,16/03/2018,M,109.539039,107.366817,7552,7.78,0.085
M_BONOS_421113,16/03/2018,M,101.633202,99.652646,9008,7.78,0.0775
M_BONOS_471107,16/03/2018,M,104.214696,102.170252,10828,7.81,0.08
M_BONOS_180614,20/03/2018,M,100.583961,99.317294,86,7.64,0.0475
M_BONOS_181213,20/03/2018,M,102.828666,100.561999,268,7.68,0.085
M_BONOS_191211,20/03/2018,M,97.334014,96.000681,631,7.47,0.05
M_BONOS_200611,20/03/2018,M,103.301786,101.168453,814,7.42,0.08
M_BONOS_210610,20/03/2018,M,99.060587,97.327254,1178,7.43,0.065
M_BONOS_220609,20/03/2018,M,98.324261,96.590928,1542,7.44,0.065
M_BONOS_231207,20/03/2018,M,104.666715,102.533382,2088,7.45,0.08
M_BONOS_241205,20/03/2018,M,116.014703,113.348036,2452,7.46,0.1
M_BONOS_260305,20/03/2018,M,89.566472,89.486611,2907,7.51,0.0575
M_BONOS_270603,20/03/2018,M,101.585568,99.585568,3362,7.56,0.075
M_BONOS_290531,20/03/2018,M,108.856281,106.589614,4090,7.62,0.085
M_BONOS_310529,20/03/2018,M,102.544013,100.477346,4818,7.69,0.0775
M_BONOS_341123,20/03/2018,M,101.861334,99.794667,6092,7.77,0.0775
M_BONOS_361120,20/03/2018,M,124.226556,121.559889,6820,7.8,0.1
M_BONOS_381118,20/03/2018,M,109.092359,106.825692,7548,7.83,0.085
M_BONOS_421113,20/03/2018,M,101.175703,99.109036,9004,7.83,0.0775
M_BONOS_471107,20/03/2018,M,103.835749,101.702416,10824,7.85,0.08
M_BONOS_180614,21/03/2018,M,100.614057,99.334196,85,7.6,0.0475
M_BONOS_181213,21/03/2018,M,102.871606,100.581328,267,7.65,0.085
M_BONOS_191211,21/03/2018,M,97.353841,96.006619,630,7.47,0.05
M_BONOS_200611,21/03/2018,M,103.405219,101.249663,813,7.38,0.08
M_BONOS_210610,21/03/2018,M,99.165029,97.41364,1177,7.4,0.065
M_BONOS_220609,21/03/2018,M,98.450359,96.69897,1541,7.41,0.065
M_BONOS_231207,21/03/2018,M,104.782296,102.62674,2087,7.43,0.08
M_BONOS_241205,21/03/2018,M,116.152391,113.457947,2451,7.44,0.1
M_BONOS_260305,21/03/2018,M,89.752324,89.656491,2906,7.48,0.0575
M_BONOS_270603,21/03/2018,M,101.738538,99.717705,3361,7.54,0.075
M_BONOS_290531,21/03/2018,M,109.114428,106.82415,4089,7.59,0.085
M_BONOS_310529,21/03/2018,M,102.731598,100.643404,4817,7.67,0.0775
M_BONOS_341123,21/03/2018,M,101.8829,99.794706,6091,7.77,0.0775
M_BONOS_361120,21/03/2018,M,124.366774,121.67233,6819,7.79,0.1
M_BONOS_381118,21/03/2018,M,109.115632,106.825354,7547,7.83,0.085
M_BONOS_421113,21/03/2018,M,101.305648,99.217454,9003,7.82,0.0775
M_BONOS_471107,21/03/2018,M,103.857956,101.7024,10823,7.85,0.08
M_BONOS_180614,22/03/2018,M,100.634902,99.341846,84,7.6,0.0475
M_BONOS_181213,22/03/2018,M,102.921519,100.60763,266,7.61,0.085
M_BONOS_191211,22/03/2018,M,97.45215,96.091039,629,7.42,0.05
M_BONOS_200611,22/03/2018,M,103.529199,101.351421,812,7.33,0.08
M_BONOS_210610,22/03/2018,M,99.297592,97.528148,1176,7.36,0.065
M_BONOS_220609,22/03/2018,M,98.611929,96.842485,1540,7.37,0.065
M_BONOS_231207,22/03/2018,M,104.992409,102.814631,2086,7.39,0.08
M_BONOS_241205,22/03/2018,M,116.40449,113.682268,2450,7.4,0.1
M_BONOS_260305,22/03/2018,M,89.994525,89.882719,2905,7.44,0.0575
